# Please note that there may be discrepancies between your electric bill and what Sense reports due to data interruptions (such as Wi-Fi signal loss or loss of power) or other issues.
DateTime,Device ID,Name,Avg Wattage,kWh
2024-11-09 22:00:00,f1667c72,Water heater,303.998,0.304
2024-11-10 04:00:00,f1667c72,Water heater,302.226,0.302
2024-11-10 07:00:00,f1667c72,Water heater,324.681,0.325
2024-11-10 08:00:00,f1667c72,Water heater,346.387,0.346
2024-11-10 09:00:00,f1667c72,Water heater,319.449,0.319
2024-11-10 14:00:00,f1667c72,Water heater,308.835,0.309
2024-11-10 17:00:00,f1667c72,Water heater,320.269,0.320
2024-11-10 18:00:00,f1667c72,Water heater,325.970,0.326
2024-11-10 19:00:00,f1667c72,Water heater,823.384,0.823
2024-11-10 20:00:00,f1667c72,Water heater,592.360,0.592
2024-11-10 21:00:00,f1667c72,Water heater,2266.239,2.266
2024-11-10 22:00:00,f1667c72,Water heater,447.029,0.447
2024-11-10 23:00:00,f1667c72,Water heater,341.138,0.341
2024-11-11 00:00:00,f1667c72,Water heater,15.256,0.015
2024-11-11 03:00:00,f1667c72,Water heater,313.438,0.313
2024-11-11 07:00:00,f1667c72,Water heater,315.686,0.316
2024-11-11 09:00:00,f1667c72,Water heater,323.786,0.324
2024-11-11 11:00:00,f1667c72,Water heater,381.475,0.381
2024-11-11 12:00:00,f1667c72,Water heater,748.368,0.748
2024-11-11 14:00:00,f1667c72,Water heater,305.170,0.305
2024-11-11 18:00:00,f1667c72,Water heater,585.381,0.585
2024-11-11 19:00:00,f1667c72,Water heater,386.126,0.386
2024-11-11 20:00:00,f1667c72,Water heater,628.468,0.628
2024-11-11 21:00:00,f1667c72,Water heater,352.887,0.353
2024-11-12 00:00:00,f1667c72,Water heater,317.899,0.318
2024-11-12 05:00:00,f1667c72,Water heater,315.057,0.315
2024-11-12 07:00:00,f1667c72,Water heater,1514.522,1.515
2024-11-12 08:00:00,f1667c72,Water heater,434.395,0.434
2024-11-12 09:00:00,f1667c72,Water heater,1355.830,1.356
2024-11-12 11:00:00,f1667c72,Water heater,365.522,0.366
2024-11-12 12:00:00,f1667c72,Water heater,341.508,0.342
2024-11-12 13:00:00,f1667c72,Water heater,324.480,0.324
2024-11-12 15:00:00,f1667c72,Water heater,666.428,0.666
2024-11-12 16:00:00,f1667c72,Water heater,885.563,0.886
2024-11-12 17:00:00,f1667c72,Water heater,933.433,0.933
2024-11-12 18:00:00,f1667c72,Water heater,358.290,0.358
2024-11-12 19:00:00,f1667c72,Water heater,362.412,0.362
2024-11-12 20:00:00,f1667c72,Water heater,351.472,0.351
2024-11-12 21:00:00,f1667c72,Water heater,587.674,0.588
2024-11-12 22:00:00,f1667c72,Water heater,1047.887,1.048
2024-11-12 23:00:00,f1667c72,Water heater,354.214,0.354
2024-11-13 02:00:00,f1667c72,Water heater,318.616,0.319
2024-11-13 06:00:00,f1667c72,Water heater,292.706,0.293
2024-11-13 08:00:00,f1667c72,Water heater,1880.383,1.880
2024-11-13 09:00:00,f1667c72,Water heater,627.014,0.627
2024-11-13 11:00:00,f1667c72,Water heater,791.364,0.791
2024-11-13 12:00:00,f1667c72,Water heater,482.130,0.482
2024-11-13 14:00:00,f1667c72,Water heater,336.655,0.337
2024-11-13 15:00:00,f1667c72,Water heater,824.461,0.824
2024-11-13 16:00:00,f1667c72,Water heater,761.009,0.761
2024-11-13 17:00:00,f1667c72,Water heater,550.863,0.551
2024-11-13 18:00:00,f1667c72,Water heater,337.886,0.338
2024-11-13 19:00:00,f1667c72,Water heater,330.687,0.331
2024-11-13 20:00:00,f1667c72,Water heater,480.578,0.481
2024-11-13 21:00:00,f1667c72,Water heater,2043.680,2.044
2024-11-13 22:00:00,f1667c72,Water heater,440.451,0.440
2024-11-14 00:00:00,f1667c72,Water heater,367.970,0.368
2024-11-14 04:00:00,f1667c72,Water heater,329.028,0.329
2024-11-14 07:00:00,f1667c72,Water heater,1166.931,1.167
2024-11-14 08:00:00,f1667c72,Water heater,1594.961,1.595
2024-11-14 09:00:00,f1667c72,Water heater,75.711,0.076
2024-11-14 10:00:00,f1667c72,Water heater,409.289,0.409
2024-11-14 12:00:00,f1667c72,Water heater,351.035,0.351
2024-11-14 14:00:00,f1667c72,Water heater,334.118,0.334
2024-11-14 15:00:00,f1667c72,Water heater,183.911,0.184
2024-11-14 16:00:00,f1667c72,Water heater,558.340,0.558
2024-11-14 17:00:00,f1667c72,Water heater,354.471,0.354
2024-11-14 19:00:00,f1667c72,Water heater,1734.460,1.734
2024-11-14 20:00:00,f1667c72,Water heater,369.279,0.369
2024-11-14 21:00:00,f1667c72,Water heater,774.211,0.774
2024-11-14 22:00:00,f1667c72,Water heater,403.115,0.403
2024-11-14 23:00:00,f1667c72,Water heater,362.508,0.363
2024-11-15 03:00:00,f1667c72,Water heater,288.392,0.288
2024-11-15 08:00:00,f1667c72,Water heater,2050.216,2.050
2024-11-15 09:00:00,f1667c72,Water heater,93.811,0.094
2024-11-15 10:00:00,f1667c72,Water heater,717.901,0.718
2024-11-15 11:00:00,f1667c72,Water heater,343.303,0.343
2024-11-15 13:00:00,f1667c72,Water heater,476.109,0.476
2024-11-15 14:00:00,f1667c72,Water heater,901.447,0.901
2024-11-15 16:00:00,f1667c72,Water heater,1004.167,1.004
2024-11-15 17:00:00,f1667c72,Water heater,776.330,0.776
2024-11-15 18:00:00,f1667c72,Water heater,340.093,0.340
2024-11-15 20:00:00,f1667c72,Water heater,1174.853,1.175
2024-11-15 21:00:00,f1667c72,Water heater,261.922,0.262
2024-11-15 22:00:00,f1667c72,Water heater,1721.985,1.722
2024-11-15 23:00:00,f1667c72,Water heater,406.896,0.407
2024-11-16 02:00:00,f1667c72,Water heater,332.683,0.333
2024-11-16 06:00:00,f1667c72,Water heater,431.897,0.432
2024-11-16 08:00:00,f1667c72,Water heater,345.295,0.345
2024-11-16 10:00:00,f1667c72,Water heater,321.774,0.322
2024-11-16 12:00:00,f1667c72,Water heater,307.549,0.308
2024-11-16 14:00:00,f1667c72,Water heater,1310.304,1.310
2024-11-16 15:00:00,f1667c72,Water heater,792.071,0.792
2024-11-16 16:00:00,f1667c72,Water heater,388.683,0.389
2024-11-16 19:00:00,f1667c72,Water heater,499.300,0.499
2024-11-16 20:00:00,f1667c72,Water heater,230.959,0.231
2024-11-16 21:00:00,f1667c72,Water heater,671.148,0.671
2024-11-16 22:00:00,f1667c72,Water heater,612.324,0.612
2024-11-17 00:00:00,f1667c72,Water heater,349.153,0.349
2024-11-17 05:00:00,f1667c72,Water heater,309.836,0.310
2024-11-17 08:00:00,f1667c72,Water heater,1600.570,1.601
2024-11-17 09:00:00,f1667c72,Water heater,2065.568,2.066
2024-11-17 10:00:00,f1667c72,Water heater,467.150,0.467
2024-11-17 11:00:00,f1667c72,Water heater,436.985,0.437
2024-11-17 12:00:00,f1667c72,Water heater,450.957,0.451
2024-11-17 13:00:00,f1667c72,Water heater,494.849,0.495
2024-11-17 14:00:00,f1667c72,Water heater,418.521,0.419
2024-11-17 16:00:00,f1667c72,Water heater,403.958,0.404
2024-11-17 17:00:00,f1667c72,Water heater,743.461,0.743
2024-11-17 18:00:00,f1667c72,Water heater,368.474,0.368
2024-11-17 20:00:00,f1667c72,Water heater,336.655,0.337
2024-11-17 21:00:00,f1667c72,Water heater,432.306,0.432
2024-11-17 23:00:00,f1667c72,Water heater,311.265,0.311
2024-11-18 04:00:00,f1667c72,Water heater,301.315,0.301
2024-11-18 07:00:00,f1667c72,Water heater,306.052,0.306
2024-11-18 09:00:00,f1667c72,Water heater,358.148,0.358
2024-11-18 11:00:00,f1667c72,Water heater,322.909,0.323
2024-11-18 13:00:00,f1667c72,Water heater,728.310,0.728
2024-11-18 14:00:00,f1667c72,Water heater,324.070,0.324
2024-11-18 16:00:00,f1667c72,Water heater,16.550,0.017
2024-11-18 17:00:00,f1667c72,Water heater,1021.022,1.021
2024-11-18 18:00:00,f1667c72,Water heater,36.263,0.036
2024-11-18 19:00:00,f1667c72,Water heater,1065.356,1.065
2024-11-18 20:00:00,f1667c72,Water heater,752.241,0.752
2024-11-18 21:00:00,f1667c72,Water heater,2654.427,2.654
2024-11-18 22:00:00,f1667c72,Water heater,443.991,0.444
2024-11-19 00:00:00,f1667c72,Water heater,401.046,0.401
2024-11-19 04:00:00,f1667c72,Water heater,243.436,0.243
2024-11-19 05:00:00,f1667c72,Water heater,82.110,0.082
2024-11-19 07:00:00,f1667c72,Water heater,321.734,0.322
2024-11-19 08:00:00,f1667c72,Water heater,114.194,0.114
2024-11-19 09:00:00,f1667c72,Water heater,286.294,0.286
2024-11-19 10:00:00,f1667c72,Water heater,2056.957,2.057
2024-11-19 11:00:00,f1667c72,Water heater,854.512,0.855
2024-11-19 12:00:00,f1667c72,Water heater,418.901,0.419
2024-11-19 13:00:00,f1667c72,Water heater,345.619,0.346
2024-11-19 14:00:00,f1667c72,Water heater,322.499,0.322
2024-11-19 15:00:00,f1667c72,Water heater,319.529,0.320
2024-11-19 16:00:00,f1667c72,Water heater,68.341,0.068
2024-11-19 17:00:00,f1667c72,Water heater,677.565,0.678
2024-11-19 18:00:00,f1667c72,Water heater,674.936,0.675
2024-11-19 19:00:00,f1667c72,Water heater,353.221,0.353
2024-11-19 20:00:00,f1667c72,Water heater,329.483,0.329
2024-11-19 21:00:00,f1667c72,Water heater,1096.822,1.097
2024-11-19 22:00:00,f1667c72,Water heater,275.070,0.275
2024-11-19 23:00:00,f1667c72,Water heater,370.907,0.371
2024-11-20 01:00:00,f1667c72,Water heater,324.493,0.324
2024-11-20 06:00:00,f1667c72,Water heater,302.540,0.303
2024-11-20 08:00:00,f1667c72,Water heater,1994.579,1.995
2024-11-20 09:00:00,f1667c72,Water heater,446.837,0.447
2024-11-20 10:00:00,f1667c72,Water heater,415.172,0.415
2024-11-20 11:00:00,f1667c72,Water heater,707.991,0.708
2024-11-20 12:00:00,f1667c72,Water heater,347.458,0.347
2024-11-20 13:00:00,f1667c72,Water heater,353.227,0.353
2024-11-20 14:00:00,f1667c72,Water heater,61.665,0.062
2024-11-20 15:00:00,f1667c72,Water heater,1030.325,1.030
2024-11-20 16:00:00,f1667c72,Water heater,358.566,0.359
2024-11-20 18:00:00,f1667c72,Water heater,3128.584,3.129
2024-11-20 19:00:00,f1667c72,Water heater,620.121,0.620
2024-11-20 20:00:00,f1667c72,Water heater,464.686,0.465
2024-11-20 21:00:00,f1667c72,Water heater,706.372,0.706
2024-11-20 22:00:00,f1667c72,Water heater,580.638,0.581
2024-11-21 01:00:00,f1667c72,Water heater,306.145,0.306
2024-11-21 06:00:00,f1667c72,Water heater,300.171,0.300
2024-11-21 08:00:00,f1667c72,Water heater,308.950,0.309
2024-11-21 09:00:00,f1667c72,Water heater,317.564,0.318
2024-11-21 10:00:00,f1667c72,Water heater,1146.282,1.146
2024-11-21 11:00:00,f1667c72,Water heater,1370.230,1.370
2024-11-21 12:00:00,f1667c72,Water heater,531.660,0.532
2024-11-21 13:00:00,f1667c72,Water heater,790.960,0.791
2024-11-21 14:00:00,f1667c72,Water heater,488.988,0.489
2024-11-21 15:00:00,f1667c72,Water heater,278.319,0.278
2024-11-21 16:00:00,f1667c72,Water heater,335.670,0.336
2024-11-21 17:00:00,f1667c72,Water heater,321.097,0.321
2024-11-21 18:00:00,f1667c72,Water heater,314.967,0.315
2024-11-21 19:00:00,f1667c72,Water heater,341.137,0.341
2024-11-21 20:00:00,f1667c72,Water heater,335.149,0.335
2024-11-21 21:00:00,f1667c72,Water heater,682.204,0.682
2024-11-22 00:00:00,f1667c72,Water heater,301.550,0.302
2024-11-22 05:00:00,f1667c72,Water heater,309.303,0.309
2024-11-22 08:00:00,f1667c72,Water heater,313.735,0.314
2024-11-22 09:00:00,f1667c72,Water heater,1306.151,1.306
2024-11-22 10:00:00,f1667c72,Water heater,422.153,0.422
2024-11-22 11:00:00,f1667c72,Water heater,349.874,0.350
2024-11-22 12:00:00,f1667c72,Water heater,373.341,0.373
2024-11-22 13:00:00,f1667c72,Water heater,353.275,0.353
2024-11-22 14:00:00,f1667c72,Water heater,356.877,0.357
2024-11-22 15:00:00,f1667c72,Water heater,330.500,0.331
2024-11-22 17:00:00,f1667c72,Water heater,317.576,0.318
2024-11-22 18:00:00,f1667c72,Water heater,360.045,0.360
2024-11-22 19:00:00,f1667c72,Water heater,323.115,0.323
2024-11-22 20:00:00,f1667c72,Water heater,465.907,0.466
2024-11-22 21:00:00,f1667c72,Water heater,761.768,0.762
2024-11-22 23:00:00,f1667c72,Water heater,1038.419,1.038
2024-11-23 01:00:00,f1667c72,Water heater,360.339,0.360
2024-11-23 05:00:00,f1667c72,Water heater,329.189,0.329
2024-11-23 08:00:00,f1667c72,Water heater,741.183,0.741
2024-11-23 09:00:00,f1667c72,Water heater,772.136,0.772
2024-11-23 10:00:00,f1667c72,Water heater,2424.803,2.425
2024-11-23 11:00:00,f1667c72,Water heater,1165.351,1.165
2024-11-23 13:00:00,f1667c72,Water heater,367.904,0.368
2024-11-23 14:00:00,f1667c72,Water heater,420.984,0.421
2024-11-23 16:00:00,f1667c72,Water heater,433.103,0.433
2024-11-23 17:00:00,f1667c72,Water heater,1685.313,1.685
2024-11-23 18:00:00,f1667c72,Water heater,1193.017,1.193
2024-11-23 19:00:00,f1667c72,Water heater,442.899,0.443
2024-11-23 21:00:00,f1667c72,Water heater,834.908,0.835
2024-11-24 00:00:00,f1667c72,Water heater,318.092,0.318
2024-11-24 05:00:00,f1667c72,Water heater,323.863,0.324
2024-11-24 07:00:00,f1667c72,Water heater,320.860,0.321
2024-11-24 09:00:00,f1667c72,Water heater,297.653,0.298
2024-11-24 12:00:00,f1667c72,Water heater,1914.718,1.915
2024-11-24 13:00:00,f1667c72,Water heater,598.292,0.598
2024-11-24 14:00:00,f1667c72,Water heater,1155.575,1.156
2024-11-24 15:00:00,f1667c72,Water heater,935.495,0.935
2024-11-24 16:00:00,f1667c72,Water heater,285.093,0.285
2024-11-24 17:00:00,f1667c72,Water heater,353.487,0.353
2024-11-24 18:00:00,f1667c72,Water heater,338.502,0.339
2024-11-24 19:00:00,f1667c72,Water heater,853.756,0.854
2024-11-24 20:00:00,f1667c72,Water heater,878.902,0.879
2024-11-24 21:00:00,f1667c72,Water heater,963.878,0.964
2024-11-24 22:00:00,f1667c72,Water heater,395.952,0.396
2024-11-25 00:00:00,f1667c72,Water heater,331.109,0.331
2024-04-30 17:00:00,f1667c72,Water heater,359.214,0.359
2024-04-30 18:00:00,f1667c72,Water heater,918.081,0.918
2024-04-30 19:00:00,f1667c72,Water heater,1160.021,1.160
2024-04-30 20:00:00,f1667c72,Water heater,219.517,0.220
2024-04-30 21:00:00,f1667c72,Water heater,3021.395,3.021
2024-04-30 22:00:00,f1667c72,Water heater,1827.789,1.828
2024-04-30 23:00:00,f1667c72,Water heater,491.693,0.492
2024-05-01 01:00:00,f1667c72,Water heater,377.488,0.377
2024-05-01 06:00:00,f1667c72,Water heater,347.976,0.348
2024-05-01 08:00:00,f1667c72,Water heater,1424.109,1.424
2024-05-01 09:00:00,f1667c72,Water heater,760.077,0.760
2024-05-01 11:00:00,f1667c72,Water heater,436.027,0.436
2024-05-01 12:00:00,f1667c72,Water heater,334.095,0.334
2024-05-01 14:00:00,f1667c72,Water heater,1165.534,1.166
2024-05-01 15:00:00,f1667c72,Water heater,475.823,0.476
2024-05-01 17:00:00,f1667c72,Water heater,340.149,0.340
2024-05-01 18:00:00,f1667c72,Water heater,343.373,0.343
2024-05-01 21:00:00,f1667c72,Water heater,1089.580,1.090
2024-05-01 22:00:00,f1667c72,Water heater,361.775,0.362
2024-05-02 00:00:00,f1667c72,Water heater,311.401,0.311
2024-05-02 05:00:00,f1667c72,Water heater,302.213,0.302
2024-05-02 07:00:00,f1667c72,Water heater,315.678,0.316
2024-05-02 09:00:00,f1667c72,Water heater,1576.194,1.576
2024-05-02 10:00:00,f1667c72,Water heater,440.132,0.440
2024-05-02 12:00:00,f1667c72,Water heater,340.353,0.340
2024-05-02 13:00:00,f1667c72,Water heater,524.654,0.525
2024-05-02 16:00:00,f1667c72,Water heater,319.180,0.319
2024-05-02 18:00:00,f1667c72,Water heater,345.248,0.345
2024-05-02 19:00:00,f1667c72,Water heater,1939.536,1.940
2024-05-02 20:00:00,f1667c72,Water heater,990.204,0.990
2024-05-02 21:00:00,f1667c72,Water heater,1152.699,1.153
2024-05-02 22:00:00,f1667c72,Water heater,1107.683,1.108
2024-05-02 23:00:00,f1667c72,Water heater,1611.593,1.612
2024-05-03 00:00:00,f1667c72,Water heater,465.737,0.466
2024-05-03 02:00:00,f1667c72,Water heater,364.328,0.364
2024-05-03 06:00:00,f1667c72,Water heater,327.655,0.328
2024-05-03 07:00:00,f1667c72,Water heater,327.538,0.328
2024-05-03 10:00:00,f1667c72,Water heater,1679.431,1.679
2024-05-03 11:00:00,f1667c72,Water heater,474.861,0.475
2024-05-03 12:00:00,f1667c72,Water heater,394.908,0.395
2024-05-03 13:00:00,f1667c72,Water heater,378.339,0.378
2024-05-03 14:00:00,f1667c72,Water heater,715.220,0.715
2024-05-03 15:00:00,f1667c72,Water heater,286.723,0.287
2024-05-03 16:00:00,f1667c72,Water heater,992.733,0.993
2024-05-03 17:00:00,f1667c72,Water heater,453.787,0.454
2024-05-03 18:00:00,f1667c72,Water heater,427.862,0.428
2024-05-03 19:00:00,f1667c72,Water heater,800.496,0.800
2024-05-03 20:00:00,f1667c72,Water heater,241.942,0.242
2024-05-03 21:00:00,f1667c72,Water heater,216.491,0.216
2024-05-03 22:00:00,f1667c72,Water heater,1588.875,1.589
2024-05-03 23:00:00,f1667c72,Water heater,369.192,0.369
2024-05-04 03:00:00,f1667c72,Water heater,295.948,0.296
2024-05-04 07:00:00,f1667c72,Water heater,212.137,0.212
2024-05-04 08:00:00,f1667c72,Water heater,96.439,0.096
2024-05-04 09:00:00,f1667c72,Water heater,630.850,0.631
2024-05-04 11:00:00,f1667c72,Water heater,339.690,0.340
2024-05-04 12:00:00,f1667c72,Water heater,1134.607,1.135
2024-05-04 13:00:00,f1667c72,Water heater,449.688,0.450
2024-05-04 14:00:00,f1667c72,Water heater,507.652,0.508
2024-05-04 15:00:00,f1667c72,Water heater,432.979,0.433
2024-05-04 16:00:00,f1667c72,Water heater,334.454,0.334
2024-05-04 18:00:00,f1667c72,Water heater,310.215,0.310
2024-05-04 19:00:00,f1667c72,Water heater,339.061,0.339
2024-05-04 20:00:00,f1667c72,Water heater,1653.347,1.653
2024-05-04 22:00:00,f1667c72,Water heater,411.701,0.412
2024-05-04 23:00:00,f1667c72,Water heater,332.800,0.333
2024-05-05 04:00:00,f1667c72,Water heater,304.014,0.304
2024-05-05 08:00:00,f1667c72,Water heater,311.492,0.311
2024-05-05 10:00:00,f1667c72,Water heater,1053.659,1.054
2024-05-05 11:00:00,f1667c72,Water heater,807.608,0.808
2024-05-05 12:00:00,f1667c72,Water heater,379.591,0.380
2024-05-05 14:00:00,f1667c72,Water heater,161.446,0.161
2024-05-05 15:00:00,f1667c72,Water heater,200.485,0.200
2024-05-05 16:00:00,f1667c72,Water heater,899.442,0.899
2024-05-05 17:00:00,f1667c72,Water heater,610.926,0.611
2024-05-05 19:00:00,f1667c72,Water heater,392.361,0.392
2024-05-05 20:00:00,f1667c72,Water heater,1179.684,1.180
2024-05-05 22:00:00,f1667c72,Water heater,363.099,0.363
2024-05-05 23:00:00,f1667c72,Water heater,417.649,0.418
2024-05-06 02:00:00,f1667c72,Water heater,291.321,0.291
2024-05-06 07:00:00,f1667c72,Water heater,378.982,0.379
2024-05-06 08:00:00,f1667c72,Water heater,321.885,0.322
2024-05-06 10:00:00,f1667c72,Water heater,1099.771,1.100
2024-05-06 11:00:00,f1667c72,Water heater,397.289,0.397
2024-05-06 13:00:00,f1667c72,Water heater,339.634,0.340
2024-05-06 14:00:00,f1667c72,Water heater,451.258,0.451
2024-05-06 15:00:00,f1667c72,Water heater,394.610,0.395
2024-05-06 17:00:00,f1667c72,Water heater,564.972,0.565
2024-05-06 18:00:00,f1667c72,Water heater,1404.985,1.405
2024-05-06 19:00:00,f1667c72,Water heater,141.655,0.142
2024-05-06 20:00:00,f1667c72,Water heater,328.123,0.328
2024-05-06 22:00:00,f1667c72,Water heater,2452.356,2.452
2024-05-06 23:00:00,f1667c72,Water heater,944.699,0.945
2024-05-07 00:00:00,f1667c72,Water heater,396.556,0.397
2024-05-07 04:00:00,f1667c72,Water heater,336.809,0.337
2024-05-07 07:00:00,f1667c72,Water heater,332.053,0.332
2024-05-07 08:00:00,f1667c72,Water heater,324.872,0.325
2024-05-07 10:00:00,f1667c72,Water heater,339.083,0.339
2024-05-07 11:00:00,f1667c72,Water heater,1139.473,1.139
2024-05-07 12:00:00,f1667c72,Water heater,339.931,0.340
2024-05-07 14:00:00,f1667c72,Water heater,921.645,0.922
2024-05-07 15:00:00,f1667c72,Water heater,406.972,0.407
2024-05-07 16:00:00,f1667c72,Water heater,319.291,0.319
2024-05-07 17:00:00,f1667c72,Water heater,21.485,0.021
2024-05-07 19:00:00,f1667c72,Water heater,304.207,0.304
2024-05-07 20:00:00,f1667c72,Water heater,1441.535,1.442
2024-05-07 21:00:00,f1667c72,Water heater,2324.554,2.325
2024-05-07 22:00:00,f1667c72,Water heater,475.706,0.476
2024-05-08 00:00:00,f1667c72,Water heater,364.270,0.364
2024-05-08 04:00:00,f1667c72,Water heater,334.465,0.334
2024-05-08 07:00:00,f1667c72,Water heater,1.539,0.002
2024-05-08 08:00:00,f1667c72,Water heater,1352.414,1.352
2024-05-08 09:00:00,f1667c72,Water heater,1146.257,1.146
2024-05-08 10:00:00,f1667c72,Water heater,444.493,0.444
2024-05-08 12:00:00,f1667c72,Water heater,348.003,0.348
2024-05-08 13:00:00,f1667c72,Water heater,354.230,0.354
2024-05-08 14:00:00,f1667c72,Water heater,364.970,0.365
2024-05-08 18:00:00,f1667c72,Water heater,692.942,0.693
2024-05-08 19:00:00,f1667c72,Water heater,1277.511,1.278
2024-05-08 20:00:00,f1667c72,Water heater,588.294,0.588
2024-05-08 21:00:00,f1667c72,Water heater,3487.938,3.488
2024-05-08 22:00:00,f1667c72,Water heater,550.081,0.550
2024-05-09 00:00:00,f1667c72,Water heater,395.398,0.395
2024-05-09 04:00:00,f1667c72,Water heater,335.949,0.336
2024-05-09 07:00:00,f1667c72,Water heater,317.715,0.318
2024-05-09 08:00:00,f1667c72,Water heater,356.953,0.357
2024-05-09 09:00:00,f1667c72,Water heater,344.862,0.345
2024-05-09 12:00:00,f1667c72,Water heater,747.285,0.747
2024-05-09 14:00:00,f1667c72,Water heater,311.211,0.311
2024-05-09 17:00:00,f1667c72,Water heater,298.396,0.298
2024-05-09 18:00:00,f1667c72,Water heater,2.164,0.002
2024-05-09 19:00:00,f1667c72,Water heater,320.671,0.321
2024-05-09 20:00:00,f1667c72,Water heater,677.253,0.677
2024-05-09 21:00:00,f1667c72,Water heater,1219.475,1.219
2024-05-09 22:00:00,f1667c72,Water heater,251.452,0.251
2024-05-10 00:00:00,f1667c72,Water heater,343.164,0.343
2024-05-10 02:00:00,f1667c72,Water heater,1187.046,1.187
2024-05-10 04:00:00,f1667c72,Water heater,418.883,0.419
2024-05-10 08:00:00,f1667c72,Water heater,336.077,0.336
2024-05-10 10:00:00,f1667c72,Water heater,324.464,0.324
2024-05-10 11:00:00,f1667c72,Water heater,330.195,0.330
2024-05-10 12:00:00,f1667c72,Water heater,279.086,0.279
2024-05-10 13:00:00,f1667c72,Water heater,1717.959,1.718
2024-05-10 14:00:00,f1667c72,Water heater,2458.719,2.459
2024-05-10 16:00:00,f1667c72,Water heater,411.759,0.412
2024-05-10 19:00:00,f1667c72,Water heater,336.283,0.336
2024-05-11 00:00:00,f1667c72,Water heater,316.689,0.317
2024-05-11 08:00:00,f1667c72,Water heater,323.118,0.323
2024-05-11 15:00:00,f1667c72,Water heater,342.939,0.343
2024-05-11 21:00:00,f1667c72,Water heater,399.040,0.399
2024-05-12 01:00:00,f1667c72,Water heater,332.972,0.333
2024-05-12 02:00:00,f1667c72,Water heater,29.164,0.029
2024-05-12 09:00:00,f1667c72,Water heater,357.792,0.358
2024-05-12 12:00:00,f1667c72,Water heater,354.605,0.355
2024-05-12 15:00:00,f1667c72,Water heater,323.811,0.324
2024-05-12 17:00:00,f1667c72,Water heater,1025.331,1.025
2024-05-12 18:00:00,f1667c72,Water heater,6.607,0.007
2024-05-12 19:00:00,f1667c72,Water heater,968.534,0.969
2024-05-12 20:00:00,f1667c72,Water heater,424.889,0.425
2024-05-12 21:00:00,f1667c72,Water heater,466.821,0.467
2024-05-12 22:00:00,f1667c72,Water heater,361.692,0.362
2024-05-13 00:00:00,f1667c72,Water heater,289.132,0.289
2024-05-13 01:00:00,f1667c72,Water heater,628.648,0.629
2024-05-13 04:00:00,f1667c72,Water heater,322.516,0.323
2024-05-13 07:00:00,f1667c72,Water heater,901.912,0.902
2024-05-13 08:00:00,f1667c72,Water heater,430.002,0.430
2024-05-13 09:00:00,f1667c72,Water heater,359.656,0.360
2024-05-13 10:00:00,f1667c72,Water heater,1192.789,1.193
2024-05-13 11:00:00,f1667c72,Water heater,422.299,0.422
2024-05-13 12:00:00,f1667c72,Water heater,400.727,0.401
2024-05-13 13:00:00,f1667c72,Water heater,315.121,0.315
2024-05-13 15:00:00,f1667c72,Water heater,316.365,0.316
2024-05-13 17:00:00,f1667c72,Water heater,979.702,0.980
2024-05-13 20:00:00,f1667c72,Water heater,662.152,0.662
2024-05-13 21:00:00,f1667c72,Water heater,708.113,0.708
2024-05-13 22:00:00,f1667c72,Water heater,90.653,0.091
2024-05-13 23:00:00,f1667c72,Water heater,356.099,0.356
2024-05-14 04:00:00,f1667c72,Water heater,303.895,0.304
2024-05-14 07:00:00,f1667c72,Water heater,358.347,0.358
2024-05-14 08:00:00,f1667c72,Water heater,381.813,0.382
2024-05-14 09:00:00,f1667c72,Water heater,1322.267,1.322
2024-05-14 11:00:00,f1667c72,Water heater,898.211,0.898
2024-05-14 12:00:00,f1667c72,Water heater,324.053,0.324
2024-05-14 14:00:00,f1667c72,Water heater,668.241,0.668
2024-05-14 15:00:00,f1667c72,Water heater,456.647,0.457
2024-05-14 16:00:00,f1667c72,Water heater,398.785,0.399
2024-05-14 17:00:00,f1667c72,Water heater,114.569,0.115
2024-05-14 18:00:00,f1667c72,Water heater,1401.068,1.401
2024-05-14 19:00:00,f1667c72,Water heater,808.221,0.808
2024-05-14 20:00:00,f1667c72,Water heater,1109.741,1.110
2024-05-14 21:00:00,f1667c72,Water heater,1594.566,1.595
2024-05-14 22:00:00,f1667c72,Water heater,723.535,0.724
2024-05-15 00:00:00,f1667c72,Water heater,383.012,0.383
2024-05-15 04:00:00,f1667c72,Water heater,334.594,0.335
2024-05-15 08:00:00,f1667c72,Water heater,326.061,0.326
2024-05-15 09:00:00,f1667c72,Water heater,1009.549,1.010
2024-05-15 10:00:00,f1667c72,Water heater,432.833,0.433
2024-05-15 12:00:00,f1667c72,Water heater,385.965,0.386
2024-05-15 13:00:00,f1667c72,Water heater,695.442,0.695
2024-05-15 14:00:00,f1667c72,Water heater,533.248,0.533
2024-05-15 15:00:00,f1667c72,Water heater,819.544,0.820
2024-05-15 17:00:00,f1667c72,Water heater,315.682,0.316
2024-05-15 18:00:00,f1667c72,Water heater,544.157,0.544
2024-05-15 19:00:00,f1667c72,Water heater,634.996,0.635
2024-05-15 20:00:00,f1667c72,Water heater,344.292,0.344
2024-05-15 21:00:00,f1667c72,Water heater,1290.640,1.291
2024-05-15 22:00:00,f1667c72,Water heater,411.568,0.412
2024-05-15 23:00:00,f1667c72,Water heater,440.927,0.441
2024-05-16 04:00:00,f1667c72,Water heater,321.034,0.321
